,nzks14,thereisnoflour,trump,whānauora,socialimpact,lockdown,stayhomestaysafe,foodandfibre,girls,peopleandplace,deaths,coronavirus,covid19nz,mars2025,contamination,mybubble,wefeedtheworld,organisationalchange,waipareira,legends,wheatfree,covidusa,calledme,kiwiaerospace,mytechnology,leadership,racecartransporter,bacteria,hmmmm,news,covi,ksi,dairyfree,illustration,coronavirusnz,covid19,funny,characterdesign,oneunit,ppe,americafirst,free,technologies,changemanagement,cuttheclutter,afl,nutfree,racing,mentalhealthduringcovid19,lol,virus,rugby,flatteningthecurve,smallbusiness,firstkiwispaceman,lockdownnz,lutongbahay,copicmarkerau,whanauwhenuawhakapapa,diy,lockdownnewzealand,worldwide,ks,climatechange,themselves,mytechnologywork,allergyfriendly,level3,staystrong,nzpol,pauleagle,kiwiscare,day22,racecar,nocall,masks,leaderslead,usa,conversation,kiwisteve,ks1,lockdownextention,cases,kills,groups,fighting,hospital,mask,stayhome,indiafightscoronavirus,auspol,nrl,nzlockdown,workforce,earnthefern,hair,trustardern,nz,day21oflockdown,eggfree,optimusprime,covid19aus,newzealand,quarantinelife,alertlevel,kiwiscantech,tamatime,2million,jacindaardern,extendthelockdown,uglyink,orangechicken,waiatamai
leadership,8.689002324712417,9.590964823580563,8.749031216394343,15.338597373909884,14.299819364656258,53.08019883627403,8.706752544825754,34.02475011290433,8.621307233326581,34.02475011290433,8.6073652142464,342.18202805682415,511.40954100146945,8.621307233326581,8.561657344139638,8.706752544825754,34.02475011290433,15.338597373909884,14.299819364656258,16.430891711969842,9.117353447684014,8.689002324712417,8.6073652142464,43.660304966605906,31.712160857878967,0.0,8.644865127017152,8.561657344139638,8.289385007248441,8.689002324712417,8.7059309927938,59.484902755788724,9.117353447684014,8.723116300820948,15.221890475090712,112025.3174900565,8.749031216394343,8.723116300820948,8.289385007248441,8.723116300820948,12.20114593728427,8.644865127017152,8.621307233326581,14.299819364656258,8.723653807389852,56.38513300212839,9.117353447684014,8.621307233326581,20.18551999222779,8.749031216394343,8.621307233326581,56.38513300212839,8.523809657067668,8.7059309927938,8.6073652142464,8.980351864702778,16.557079333565525,8.723116300820948,34.02475011290433,8.749031216394343,80.42474657806854,8.6073652142464,8.689002324712417,18.281514324317957,8.689002324712417,8.689002324712417,9.117353447684014,25.147693543064776,16.557079333565525,98.17454334862201,8.706752544825754,37.03704525755332,8.706752544825754,8.644865127017152,8.644865127017152,8.723116300820948,34.02475011290433,8.289385007248441,8.689002324712417,12.733594436436226,124.6292902694214,8.694436324301975,8.6073652142464,8.621307233326581,8.689002324712417,8.689002324712417,8.6073652142464,8.723116300820948,16.557079333565525,387.42580337725707,80.42474657806854,56.38513300212839,17.447873117050705,15.338597373909884,0.0,8.749031216394343,104.33298836892115,8.726157975146405,8.947457974437846,9.117353447684014,8.723116300820948,8.689002324712417,177.31719228050994,8.723116300820948,8.706752544825754,76.72992145807198,8.706752544825754,8.6073652142464,7.788161942749525,8.694436324301975,9.441739508240039,16.557079333565525,14.299819364656258
racecartransporter,1.2791769121820007,4.169579732243923,1.868780966875217,13.218613750502119,11.625789733106265,53.81816359982792,1.294500912486035,34.16224510351598,1.2302383396948906,34.16224510351598,1.2882362066084865,343.3765248812954,512.4049779847119,1.2302383396948906,0.9561097055061025,1.294500912486035,34.16224510351598,13.218613750502119,11.625789733106265,15.918697261444132,3.4638482043079435,1.2791769121820007,1.2882362066084865,43.47210984164564,31.3167218751031,8.644865127017152,0.0,0.9561097055061025,2.2269115624195246,1.2791769121820007,2.1452030513573774,59.693660906481,3.4638482043079435,1.5893841589313724,13.3972574321934,112028.22734943623,1.868780966875217,1.5893841589313724,2.2269115624195246,1.5893841589313724,9.814517543627488,0.0,1.2302383396948906,11.625789733106265,1.2298165892307615,56.324067596864055,3.4638482043079435,1.2302383396948906,19.86333018039711,1.868780966875217,1.2302383396948906,56.324067596864055,2.077502005115176,2.1452030513573774,1.2882362066084865,3.269484217923176,14.655845153326618,1.5893841589313724,34.16224510351598,1.868780966875217,81.05581922920064,1.2882362066084865,1.2791769121820007,16.943135365460975,1.2791769121820007,1.2791769121820007,3.4638482043079435,24.478334277523523,14.655845153326618,98.90501764860464,1.294500912486035,36.88841423755913,1.294500912486035,0.0,0.0,1.5893841589313724,34.16224510351598,2.2269115624195246,1.2791769121820007,11.962659260028076,125.92809652280788,1.2600261067620526,1.2882362066084865,1.2302383396948906,1.2791769121820007,1.2791769121820007,1.2882362066084865,1.5893841589313724,14.655845153326618,387.8656566830141,81.05581922920064,56.324067596864055,15.740346561771345,13.218613750502119,8.644865127017152,1.868780966875217,105.95535494982921,1.8282044194987301,3.419518387843569,3.4638482043079435,1.5893841589313724,1.2791769121820007,179.34157436949562,1.5893841589313724,1.294500912486035,77.22714113727882,1.294500912486035,1.2882362066084865,11.923565002217842,1.2600261067620526,4.32245465914652,14.655845153326618,11.625789733106265
bacteria,1.544370939736719,4.274256799146861,2.0832810206458063,13.232249886281936,11.615796466443665,53.73850305042794,1.5803598695901262,34.120906257972194,1.5658377704530861,34.120906257972194,1.5299661903211421,343.3305865424116,512.3731762936219,1.5658377704530861,0.0,1.5803598695901262,34.120906257972194,13.232249886281936,11.615796466443665,15.933285865617407,3.519072179178325,1.544370939736719,1.5299661903211421,42.971948439299744,30.727538405090485,8.561657344139638,0.9561097055061025,0.0,2.449215865637757,1.544370939736719,2.331236372490745,59.2117249434746,3.519072179178325,1.8202618519220255,13.469074776553256,112028.01773228207,2.0832810206458063,1.8202618519220255,2.449215865637757,1.8202618519220255,9.817731422154708,0.9561097055061025,1.5658377704530861,11.615796466443665,1.5480407295961078,56.31243198586825,3.519072179178325,1.5658377704530861,19.88556667276516,2.0832810206458063,1.5658377704530861,56.31243198586825,2.248026792952028,2.331236372490745,1.5299661903211421,3.385989884022823,14.673829484283175,1.8202618519220255,34.120906257972194,2.0832810206458063,81.03001867318058,1.5299661903211421,1.544370939736719,16.95029089004523,1.544370939736719,1.544370939736719,3.519072179178325,24.409853223577443,14.673829484283175,98.88367496299826,1.5803598695901262,36.30555332328832,1.5803598695901262,0.9561097055061025,0.9561097055061025,1.8202618519220255,34.120906257972194,2.449215865637757,1.544370939736719,11.907417037361546,125.55188690536464,1.570021966160768,1.5299661903211421,1.5658377704530861,1.544370939736719,1.544370939736719,1.5299661903211421,1.8202618519220255,14.673829484283175,387.8542812749103,81.03001867318058,56.31243198586825,15.734272096401845,13.232249886281936,8.561657344139638,2.0832810206458063,105.89271508134412,2.0455357013014868,3.5668857599323704,3.519072179178325,1.8202618519220255,1.544370939736719,179.2579191184895,1.8202618519220255,1.5803598695901262,76.7164160157557,1.5803598695901262,1.5299661903211421,11.897155308788589,1.570021966160768,4.379592558154051,14.673829484283175,11.615796466443665
hmmmm,2.253163543923722,4.5688105221017175,2.557735538555913,13.223388962381051,11.474892405639705,53.54933903561805,2.2292012837651902,33.75565679139684,2.138743975278133,33.75565679139684,2.244033843518962,342.8978974964453,512.3880684055918,2.138743975278133,2.449215865637757,2.2292012837651902,33.75565679139684,13.223388962381051,11.474892405639705,15.640311827985759,3.8331611337334954,2.253163543923722,2.244033843518962,44.11110939763455,31.93780547785452,8.289385007248441,2.2269115624195246,2.449215865637757,0.0,2.253163543923722,2.73314178062756,60.280126662749126,3.8331611337334954,2.4560242482865293,13.540640184962838,112027.60539675818,2.557735538555913,2.4560242482865293,0.0,2.4560242482865293,9.84292593306631,2.2269115624195246,2.138743975278133,11.474892405639705,2.2353355984131564,55.95034979875528,3.8331611337334954,2.138743975278133,19.665204723895286,2.557735538555913,2.138743975278133,55.95034979875528,2.539056493763551,2.73314178062756,2.244033843518962,3.713610372573326,14.834569051089105,2.4560242482865293,33.75565679139684,2.557735538555913,80.83156960321229,2.244033843518962,2.253163543923722,16.81583934102459,2.253163543923722,2.253163543923722,3.8331611337334954,24.371447160814828,14.834569051089105,98.60889236446454,2.2292012837651902,37.48953507057774,2.2292012837651902,2.2269115624195246,2.2269115624195246,2.4560242482865293,33.75565679139684,0.0,2.253163543923722,11.420976052581876,125.89088273765378,2.2226506859377024,2.244033843518962,2.138743975278133,2.253163543923722,2.253163543923722,2.244033843518962,2.4560242482865293,14.834569051089105,387.8254743306757,80.83156960321229,55.95034979875528,15.674213545216423,13.223388962381051,8.289385007248441,2.557735538555913,105.66138130608564,2.5847740452636825,3.6623811255413865,3.8331611337334954,2.4560242482865293,2.253163543923722,178.90921582411283,2.4560242482865293,2.2292012837651902,77.7879957592234,2.2292012837651902,2.244033843518962,11.538047215716219,2.2226506859377024,4.716074995632593,14.834569051089105,11.474892405639705
news,0.0,4.041340867578911,1.6186957187837152,13.2531563065339,11.595838392945288,53.94099932954263,0.8507830351277474,34.189416344942735,1.0038096675491324,34.189416344942735,0.8654121756209334,343.443932187056,512.7453162610224,1.0038096675491324,1.544370939736719,0.8507830351277474,34.189416344942735,13.2531563065339,11.595838392945288,15.926972706422823,3.2942136180679666,0.0,0.8654121756209334,44.35026196008865,32.11288786761739,8.689002324712417,1.2791769121820007,1.544370939736719,2.253163543923722,0.0,1.9011594957910243,60.476272369478586,3.2942136180679666,1.2446191214382452,13.346576488931333,112028.57650157774,1.6186957187837152,1.2446191214382452,2.253163543923722,1.2446191214382452,9.917570328582967,1.2791769121820007,1.0038096675491324,11.595838392945288,0.6786323495423635,56.412055309069096,3.2942136180679666,1.0038096675491324,19.92816025611867,1.6186957187837152,1.0038096675491324,56.412055309069096,1.9527069921203928,1.9011594957910243,0.8654121756209334,3.12658349248906,14.658107499860119,1.2446191214382452,34.189416344942735,1.6186957187837152,81.16675355915169,0.8654121756209334,0.0,16.971477149203107,0.0,0.0,3.2942136180679666,24.54602971489676,14.658107499860119,98.98071769037037,0.8507830351277474,37.56951549645832,0.8507830351277474,1.2791769121820007,1.2791769121820007,1.2446191214382452,34.189416344942735,2.253163543923722,0.0,12.603830711307053,126.73330674338605,0.7369711216935041,0.8654121756209334,1.0038096675491324,0.0,0.0,0.8654121756209334,1.2446191214382452,14.658107499860119,387.8803302029655,81.16675355915169,56.412055309069096,15.701912815206546,13.2531563065339,8.689002324712417,1.6186957187837152,106.0965727000559,1.5307392301754306,3.3177382426347877,3.2942136180679666,1.2446191214382452,0.0,179.50578252972954,1.2446191214382452,0.8507830351277474,77.98768345643987,0.8507830351277474,0.8654121756209334,11.959056769949195,0.7369711216935041,4.234882607376016,14.658107499860119,11.595838392945288
covi,1.9011594957910243,4.296558902872625,2.3459761498025458,13.385744692850224,11.459387996425463,53.84832191524277,1.8776420321810476,34.142343861516295,1.9633092603002038,34.142343861516295,1.9238047761435184,343.32500216466457,512.7573801568793,1.9633092603002038,2.331236372490745,1.8776420321810476,34.142343861516295,13.385744692850224,11.459387996425463,15.875228524393718,3.6569403901162016,1.9011594957910243,1.9238047761435184,44.416732598001566,32.195696808813,8.7059309927938,2.1452030513573774,2.331236372490745,2.73314178062756,1.9011594957910243,0.0,60.58739119189289,3.6569403901162016,2.0672261834634464,13.398408885223555,112028.3669776954,2.3459761498025458,2.0672261834634464,2.73314178062756,2.0672261834634464,10.112325431602676,2.1452030513573774,1.9633092603002038,11.459387996425463,1.8279237797209797,56.39655862408731,3.6569403901162016,1.9633092603002038,19.98831070060276,2.3459761498025458,1.9633092603002038,56.39655862408731,2.5428738701070914,0.0,1.9238047761435184,3.614190666165115,14.625081474266336,2.0672261834634464,34.142343861516295,2.3459761498025458,80.9594863244792,1.9238047761435184,1.9011594957910243,17.09113978427661,1.9011594957910243,1.9011594957910243,3.6569403901162016,24.47113449668047,14.625081474266336,98.75268494840138,1.8776420321810476,37.72594459120501,1.8776420321810476,2.1452030513573774,2.1452030513573774,2.0672261834634464,34.142343861516295,2.73314178062756,1.9011594957910243,12.661952716280474,126.76985679899147,1.8275719703552087,1.9238047761435184,1.9633092603002038,1.9011594957910243,1.9011594957910243,1.9238047761435184,2.0672261834634464,14.625081474266336,387.8249351858962,80.9594863244792,56.39655862408731,15.660788460078232,13.385744692850224,8.7059309927938,2.3459761498025458,105.98999802608971,2.3200767676480916,3.6649764860319465,3.6569403901162016,2.0672261834634464,1.9011594957910243,179.31225609649732,2.0672261834634464,1.8776420321810476,78.09674729914293,1.8776420321810476,1.9238047761435184,11.85923010963899,1.8275719703552087,4.49236410440466,14.625081474266336,11.459387996425463
ksi,60.476272369478586,60.79323211810628,60.64540401699848,61.01042524837715,60.84844042348994,73.69937528614258,60.63738870019121,66.99659489058939,60.36918415041921,66.99659489058939,60.53118069894166,343.4576333125672,487.74947886916834,60.36918415041921,59.2117249434746,60.63738870019121,66.99659489058939,61.01042524837715,60.84844042348994,61.73788267421344,60.53529975131299,60.476272369478586,60.53118069894166,18.7898561889373,30.135839006643614,59.484902755788724,59.693660906481,59.2117249434746,60.280126662749126,60.476272369478586,60.58739119189289,0.0,60.53529975131299,60.622888541703304,61.18260710239588,112000.0345448924,60.64540401699848,60.622888541703304,60.280126662749126,60.622888541703304,59.72478528975898,59.693660906481,60.36918415041921,60.84844042348994,60.696406654518235,79.56760045606191,60.53529975131299,60.36918415041921,61.052866602659144,60.64540401699848,60.36918415041921,79.56760045606191,60.38943881406703,60.58739119189289,60.53118069894166,60.486035102437896,61.71015784121068,60.622888541703304,66.99659489058939,60.64540401699848,94.37075605868236,60.53118069894166,60.476272369478586,61.596940705920545,60.476272369478586,60.476272369478586,60.53529975131299,62.22450993437021,61.71015784121068,110.03413784389652,60.63738870019121,24.310653877037865,60.63738870019121,59.693660906481,59.693660906481,60.622888541703304,66.99659489058939,60.280126662749126,60.476272369478586,53.316146759437515,72.78732885118093,60.6825842056503,60.53118069894166,60.36918415041921,60.476272369478586,60.476272369478586,60.53118069894166,60.622888541703304,61.71015784121068,388.6070910783945,94.37075605868236,79.56760045606191,61.70001395890672,61.01042524837715,59.484902755788724,60.64540401699848,113.65777042537952,60.60107649398775,60.52634511065999,60.53529975131299,60.622888541703304,60.476272369478586,174.55385741323065,60.622888541703304,60.63738870019121,22.322076820010757,60.63738870019121,60.53118069894166,60.25842201763908,60.6825842056503,60.509151624097996,61.71015784121068,60.84844042348994
dairyfree,3.2942136180679666,4.569810906239237,3.582742213077433,13.5758028530366,11.547782467397882,53.53230685953618,3.2631897358488815,34.10653064242687,3.321709111898607,34.10653064242687,3.165418008709778,342.87027684688724,512.5148061420871,3.321709111898607,3.519072179178325,3.2631897358488815,34.10653064242687,13.5758028530366,11.547782467397882,16.186720124471716,0.0,3.2942136180679666,3.165418008709778,44.39896177532389,32.183733744807185,9.117353447684014,3.4638482043079435,3.519072179178325,3.8331611337334954,3.2942136180679666,3.6569403901162016,60.53529975131299,0.0,3.323388091727446,13.466033326911221,112027.69802594387,3.582742213077433,3.323388091727446,3.8331611337334954,3.323388091727446,10.301813810884848,3.4638482043079435,3.321709111898607,11.547782467397882,3.2672734161152674,56.19433528068097,0.0,3.321709111898607,19.968862818897733,3.582742213077433,3.321709111898607,56.19433528068097,3.6868576690984134,3.6569403901162016,3.165418008709778,4.361342867722872,14.797623658036425,3.323388091727446,34.10653064242687,3.582742213077433,80.67418740520344,3.165418008709778,3.2942136180679666,17.06806427794331,3.2942136180679666,3.2942136180679666,0.0,24.14655282138485,14.797623658036425,98.42565035798404,3.2631897358488815,37.69113182830088,3.2631897358488815,3.4638482043079435,3.4638482043079435,3.323388091727446,34.10653064242687,3.8331611337334954,3.2942136180679666,12.573008774439128,126.59818801334357,3.2455759985360317,3.165418008709778,3.321709111898607,3.2942136180679666,3.2942136180679666,3.165418008709778,3.323388091727446,14.797623658036425,387.7815743227305,80.67418740520344,56.19433528068097,13.095291365719097,13.5758028530366,9.117353447684014,3.582742213077433,106.0950070931824,3.490488361903768,4.230250209123597,0.0,3.323388091727446,3.2942136180679666,178.748124458768,3.323388091727446,3.2631897358488815,77.911444341993,3.2631897358488815,3.165418008709778,12.111872102195685,3.2455759985360317,5.057266857910063,14.797623658036425,11.547782467397882
illustration,1.2446191214382452,3.991715301723824,1.8146997743711306,13.250485990534266,11.57352389769549,53.28959927651266,1.105284547807448,34.19740855387268,1.3165384296401417,34.19740855387268,1.2479409666885655,343.30805548625784,512.8416088279159,1.3165384296401417,1.8202618519220255,1.105284547807448,34.19740855387268,13.250485990534266,11.57352389769549,15.920036290768845,3.323388091727446,1.2446191214382452,1.2479409666885655,44.42754921819467,32.19064305634597,8.723116300820948,1.5893841589313724,1.8202618519220255,2.4560242482865293,1.2446191214382452,2.0672261834634464,60.622888541703304,3.323388091727446,0.0,13.441615838785495,112028.48987604235,1.8146997743711306,0.0,2.4560242482865293,0.0,9.947689344574389,1.5893841589313724,1.3165384296401417,11.57352389769549,1.0644629186546384,56.34033218702894,3.323388091727446,1.3165384296401417,19.938466095246266,1.8146997743711306,1.3165384296401417,56.34033218702894,2.1148814098282407,2.0672261834634464,1.2479409666885655,3.2278307279925804,14.679388987986355,0.0,34.19740855387268,1.8146997743711306,81.14729763937383,1.2479409666885655,1.2446191214382452,16.988717272423198,1.2446191214382452,1.2446191214382452,3.323388091727446,24.394575215686178,14.679388987986355,98.96344052709146,1.105284547807448,37.742885147986435,1.105284547807448,1.5893841589313724,1.5893841589313724,0.0,34.19740855387268,2.4560242482865293,1.2446191214382452,12.712898921777782,126.86603160700105,1.1019495334032763,1.2479409666885655,1.3165384296401417,1.2446191214382452,1.2446191214382452,1.2479409666885655,0.0,14.679388987986355,387.8777837611912,81.14729763937383,56.34033218702894,15.617120232158296,13.250485990534266,8.723116300820948,1.8146997743711306,106.09822772159247,1.7333974401750885,3.3852608893466187,3.323388091727446,0.0,1.2446191214382452,179.5102401132571,0.0,1.105284547807448,78.13494867669526,1.105284547807448,1.2479409666885655,11.983716002283481,1.1019495334032763,3.148329596438257,14.679388987986355,11.57352389769549
coronavirusnz,13.346576488931333,14.016380081144703,13.5183819446395,18.063797928791608,17.074288924462497,54.59680100911447,13.428974855283299,35.08178957984177,13.410290659174388,35.08178957984177,13.3595812118589,343.036156728523,508.39617204086545,13.410290659174388,13.469074776553256,13.428974855283299,35.08178957984177,18.063797928791608,17.074288924462497,19.959305451160713,13.466033326911221,13.346576488931333,13.3595812118589,45.84636389900619,34.45474245627887,15.221890475090712,13.3972574321934,13.469074776553256,13.540640184962838,13.346576488931333,13.398408885223555,61.18260710239588,13.466033326911221,13.441615838785495,0.0,112025.61054213208,13.5183819446395,13.441615838785495,13.540640184962838,13.441615838785495,15.996113740165757,13.3972574321934,13.410290659174388,17.074288924462497,13.437590719291538,57.57664346959132,13.466033326911221,13.410290659174388,22.772902125450315,13.5183819446395,13.410290659174388,57.57664346959132,13.413072962615358,13.398408885223555,13.3595812118589,13.451314800570549,18.69446590244022,13.441615838785495,35.08178957984177,13.5183819446395,80.51587968413469,13.3595812118589,13.346576488931333,21.01565527233997,13.346576488931333,13.346576488931333,13.466033326911221,26.01927586378401,18.69446590244022,97.32654556935294,13.428974855283299,39.30279110030096,13.428974855283299,13.3972574321934,13.3972574321934,13.441615838785495,35.08178957984177,13.540640184962838,13.346576488931333,17.236398421418457,126.33579761673563,13.378760136802,13.3595812118589,13.410290659174388,13.346576488931333,13.346576488931333,13.3595812118589,13.441615838785495,18.69446590244022,387.07755513264425,80.51587968413469,57.57664346959132,18.935330063662043,18.063797928791608,15.221890475090712,13.5183819446395,106.00604287839253,13.379073348480706,13.058562295664647,13.466033326911221,13.441615838785495,13.346576488931333,176.71589060090758,13.441615838785495,13.428974855283299,78.21345568599182,13.428974855283299,13.3595812118589,16.492693416849047,13.378760136802,13.93078050164362,18.69446590244022,17.074288924462497
covid19,112028.57650157774,112028.20875105997,112028.59052743754,112025.85226853931,112023.89008793102,112000.16643202772,112028.49135724238,112014.14796851615,112028.46702994723,112014.14796851615,112028.46910196182,111861.88031040903,111709.62961433339,112028.46702994723,112028.01773228207,112028.49135724238,112014.14796851615,112025.85226853931,112023.89008793102,112024.0850217551,112027.69802594387,112028.57650157774,112028.46910196182,112008.66069938109,112014.37791438522,112025.3174900565,112028.22734943623,112028.01773228207,112027.60539675818,112028.57650157774,112028.3669776954,112000.0345448924,112027.69802594387,112028.48987604235,112025.61054213208,0.0,112028.59052743754,112028.48987604235,112027.60539675818,112028.48987604235,112026.6022566036,112028.22734943623,112028.46702994723,112023.89008793102,112028.69983528496,112007.01796527907,112027.69802594387,112028.46702994723,112021.89359002658,112028.59052743754,112028.46702994723,112007.01796527907,112028.11606302732,112028.3669776954,112028.46910196182,112028.38815107079,112026.24077979516,112028.48987604235,112014.14796851615,112028.59052743754,111987.48311412823,112028.46910196182,112028.57650157774,112024.67825750187,112028.57650157774,112028.57650157774,112027.69802594387,112019.53394343622,112026.24077979516,111976.49340031215,112028.49135724238,112011.52739442668,112028.49135724238,112028.22734943623,112028.22734943623,112028.48987604235,112014.14796851615,112027.60539675818,112028.57650157774,112020.90425331926,111953.40399653165,112028.61249989479,112028.46910196182,112028.46702994723,112028.57650157774,112028.57650157774,112028.46910196182,112028.48987604235,112026.24077979516,111965.9543952769,111987.48311412823,112007.01796527907,112022.866410357,112025.85226853931,112025.3174900565,112028.59052743754,111986.7851000762,112028.50437880955,112027.6579938455,112027.69802594387,112028.48987604235,112028.57650157774,111911.84404341051,112028.48987604235,112028.49135724238,111990.30330929524,112028.49135724238,112028.46910196182,112023.77068016144,112028.61249989479,112027.86810170443,112026.24077979516,112023.89008793102
funny,1.6186957187837152,4.118572160333327,0.0,13.26312989372545,11.713253962996701,53.918273456766876,1.5400943283454052,34.239428019382665,1.7253785770824799,34.239428019382665,1.6258643182523793,343.01724393134475,512.8998456647664,1.7253785770824799,2.0832810206458063,1.5400943283454052,34.239428019382665,13.26312989372545,11.713253962996701,15.926183461347307,3.582742213077433,1.6186957187837152,1.6258643182523793,44.434292316885944,32.20675672153449,8.749031216394343,1.868780966875217,2.0832810206458063,2.557735538555913,1.6186957187837152,2.3459761498025458,60.64540401699848,3.582742213077433,1.8146997743711306,13.5183819446395,112028.59052743754,0.0,1.8146997743711306,2.557735538555913,1.8146997743711306,9.889723122693244,1.868780966875217,1.7253785770824799,11.713253962996701,1.4693654403247978,56.25263249204529,3.582742213077433,1.7253785770824799,19.916460607989602,0.0,1.7253785770824799,56.25263249204529,2.3861072077000123,2.3459761498025458,1.6258643182523793,3.4464572044653807,14.738451978036114,1.8146997743711306,34.239428019382665,0.0,81.21589066832532,1.6258643182523793,1.6186957187837152,16.943793621278022,1.6186957187837152,1.6186957187837152,3.582742213077433,24.618249993911306,14.738451978036114,99.03723929872828,1.5400943283454052,37.76231656139425,1.5400943283454052,1.868780966875217,1.868780966875217,1.8146997743711306,34.239428019382665,2.557735538555913,1.6186957187837152,12.742980077656531,126.85002727451811,1.5055538168522564,1.6258643182523793,1.7253785770824799,1.6186957187837152,1.6186957187837152,1.6258643182523793,1.8146997743711306,14.738451978036114,387.9290577295239,81.21589066832532,56.25263249204529,15.752562860689883,13.26312989372545,8.749031216394343,0.0,105.99240118368134,2.0490117858608587,3.533781214567944,3.582742213077433,1.8146997743711306,1.6186957187837152,179.55486997809402,1.8146997743711306,1.5400943283454052,78.14924850278896,1.5400943283454052,1.6258643182523793,12.001508153964442,1.5055538168522564,4.451190928742303,14.738451978036114,11.713253962996701
characterdesign,1.2446191214382452,3.991715301723824,1.8146997743711306,13.250485990534266,11.57352389769549,53.28959927651266,1.105284547807448,34.19740855387268,1.3165384296401417,34.19740855387268,1.2479409666885655,343.30805548625784,512.8416088279159,1.3165384296401417,1.8202618519220255,1.105284547807448,34.19740855387268,13.250485990534266,11.57352389769549,15.920036290768845,3.323388091727446,1.2446191214382452,1.2479409666885655,44.42754921819467,32.19064305634597,8.723116300820948,1.5893841589313724,1.8202618519220255,2.4560242482865293,1.2446191214382452,2.0672261834634464,60.622888541703304,3.323388091727446,0.0,13.441615838785495,112028.48987604235,1.8146997743711306,0.0,2.4560242482865293,0.0,9.947689344574389,1.5893841589313724,1.3165384296401417,11.57352389769549,1.0644629186546384,56.34033218702894,3.323388091727446,1.3165384296401417,19.938466095246266,1.8146997743711306,1.3165384296401417,56.34033218702894,2.1148814098282407,2.0672261834634464,1.2479409666885655,3.2278307279925804,14.679388987986355,0.0,34.19740855387268,1.8146997743711306,81.14729763937383,1.2479409666885655,1.2446191214382452,16.988717272423198,1.2446191214382452,1.2446191214382452,3.323388091727446,24.394575215686178,14.679388987986355,98.96344052709146,1.105284547807448,37.742885147986435,1.105284547807448,1.5893841589313724,1.5893841589313724,0.0,34.19740855387268,2.4560242482865293,1.2446191214382452,12.712898921777782,126.86603160700105,1.1019495334032763,1.2479409666885655,1.3165384296401417,1.2446191214382452,1.2446191214382452,1.2479409666885655,0.0,14.679388987986355,387.8777837611912,81.14729763937383,56.34033218702894,15.617120232158296,13.250485990534266,8.723116300820948,1.8146997743711306,106.09822772159247,1.7333974401750885,3.3852608893466187,3.323388091727446,0.0,1.2446191214382452,179.5102401132571,0.0,1.105284547807448,78.13494867669526,1.105284547807448,1.2479409666885655,11.983716002283481,1.1019495334032763,3.148329596438257,14.679388987986355,11.57352389769549
oneunit,2.253163543923722,4.5688105221017175,2.557735538555913,13.223388962381051,11.474892405639705,53.54933903561805,2.2292012837651902,33.75565679139684,2.138743975278133,33.75565679139684,2.244033843518962,342.8978974964453,512.3880684055918,2.138743975278133,2.449215865637757,2.2292012837651902,33.75565679139684,13.223388962381051,11.474892405639705,15.640311827985759,3.8331611337334954,2.253163543923722,2.244033843518962,44.11110939763455,31.93780547785452,8.289385007248441,2.2269115624195246,2.449215865637757,0.0,2.253163543923722,2.73314178062756,60.280126662749126,3.8331611337334954,2.4560242482865293,13.540640184962838,112027.60539675818,2.557735538555913,2.4560242482865293,0.0,2.4560242482865293,9.84292593306631,2.2269115624195246,2.138743975278133,11.474892405639705,2.2353355984131564,55.95034979875528,3.8331611337334954,2.138743975278133,19.665204723895286,2.557735538555913,2.138743975278133,55.95034979875528,2.539056493763551,2.73314178062756,2.244033843518962,3.713610372573326,14.834569051089105,2.4560242482865293,33.75565679139684,2.557735538555913,80.83156960321229,2.244033843518962,2.253163543923722,16.81583934102459,2.253163543923722,2.253163543923722,3.8331611337334954,24.371447160814828,14.834569051089105,98.60889236446454,2.2292012837651902,37.48953507057774,2.2292012837651902,2.2269115624195246,2.2269115624195246,2.4560242482865293,33.75565679139684,0.0,2.253163543923722,11.420976052581876,125.89088273765378,2.2226506859377024,2.244033843518962,2.138743975278133,2.253163543923722,2.253163543923722,2.244033843518962,2.4560242482865293,14.834569051089105,387.8254743306757,80.83156960321229,55.95034979875528,15.674213545216423,13.223388962381051,8.289385007248441,2.557735538555913,105.66138130608564,2.5847740452636825,3.6623811255413865,3.8331611337334954,2.4560242482865293,2.253163543923722,178.90921582411283,2.4560242482865293,2.2292012837651902,77.7879957592234,2.2292012837651902,2.244033843518962,11.538047215716219,2.2226506859377024,4.716074995632593,14.834569051089105,11.474892405639705
